tid,tournament_name,start_date,month,player_name,player_id,standing,points,win_rate,opp_win_rate,decklist,commanders,raw_team,team_name,team_key,player_1,player_2,deck_1,deck_2,deck_url_1,deck_url_2,deck_name_pt_1,deck_name_pt_2,deck_name_en_1,deck_name_en_2,colecao_1,colecao_2,map_status,missing_players,missing_decks,points_official,event_rank,event_points,event_players
liga-2x2-presencial-s1-e04,Liga 2x2 presencial S1-E04,2026-02-21,2026-02,Bauer & Langa,f6BGK5ZgCJSMYijh1oZm,1,7,0.6666666666666666,0.5185185185185185,,,Bauer & Langa,Bauer & Langa,bauer & langa,Bauer,Langa,Içar Velas,Temur Roar,https://moxfield.com/decks/2wB6WsbRwU-ZdNlWHu6VKg,https://moxfield.com/decks/sao-2xrGqUCIfv46edPgmw,Içar Velas,Temur Roar,Ahoy Mateys,Temur Roar,The Lost Caverns of Ixalan,Tarkir Dragonstorm,manual,0,0,7,1.0,3.0,6.0
liga-2x2-presencial-s1-e04,Liga 2x2 presencial S1-E04,2026-02-21,2026-02,Metusa & Rudzzt,mcINibIzOJPuueGzeWbI,2,6,0.6666666666666666,0.48037037037037034,,,Rudzzt & Metusa,Metusa & Rudzzt,metusa & rudzzt,Rudzzt,Metusa,Scions & Spellcraft,Jump Scare!,https://moxfield.com/decks/r_IFt9Gc3UqaULfoAEjVvg,https://moxfield.com/decks/XzGgdXc-TE-qFr4lzmGl6Q,Scions & Spellcraft,Jump Scare!,Scions & Spellcraft,Jump Scare!,Final Fantasy,Duskmourn: House of Horror,manual,0,0,6,2.0,2.0,6.0
liga-2x2-presencial-s1-e04,Liga 2x2 presencial S1-E04,2026-02-21,2026-02,Jorel & Martin,Pcz62Umpzi3CyodhGhOQ,3,5,0.3333333333333333,0.5174074074074074,,,Jorel & Martin,Jorel & Martin,jorel & martin,Jorel,Martin,Blight Curse,Counter Blitz,https://moxfield.com/decks/dDoe4mrTwEWH0sP2H7WH4A,https://moxfield.com/decks/sDazpxFOb0S9IAdQSA_7lg,Blight Curse,Counter Blitz,Blight Curse,Counter Blitz,Lorwyn Eclipsed,Final Fantasy,manual,0,0,5,3.0,2.0,6.0
liga-2x2-presencial-s1-e04,Liga 2x2 presencial S1-E04,2026-02-21,2026-02,Zangalli & Zangalli pai,zcvfd6nATpfnX1QqdZkd,4,4,0.3333333333333333,0.4062962962962963,,,Zangalli & Zangalli pai,Zangalli & Zangalli pai,zangalli & zangalli pai,Zangalli,Zangalli pai,Jeskai Striker,Veloci-E-Rápido,https://moxfield.com/decks/GqSQ24NIJkq-144dkab-HQ,https://moxfield.com/decks/KcPWaLquLkmIOy3XsFHTqQ,Jeskai Striker,Veloci-E-Rápido,Jeskai Striker,Veloci-Ramp-Tor,Tarkir Dragonstorm,The Lost Caverns of Ixalan,manual,0,0,4,4.0,2.0,6.0
liga-2x2-presencial-s1-e04,Liga 2x2 presencial S1-E04,2026-02-21,2026-02,Freire & Pudeulko,rVpmGDvPOgOisbxGmAE1,5,3,0.3333333333333333,0.6296296296296297,,,Freire & Pudeulko,Freire & Pudeulko,freire & pudeulko,Freire,Pudeulko,,,,,,,,,,,manual,0,1,3,5.0,1.0,6.0
liga-2x2-presencial-s1-e04,Liga 2x2 presencial S1-E04,2026-02-21,2026-02,Nobru & Tarik,UrRXctxKnkYqtcR3LgYC,6,0,0.0,0.5555555555555556,,,Nobru & Tarik,Nobru & Tarik,nobru & tarik,Nobru,Tarik,,,,,,,,,,,manual,0,1,0,6.0,1.0,6.0
liga-2x2-presencial-s1-e06,Liga 2x2 presencial S1-E06,2026-03-07,2026-03,Metusa & Rudzzt,g6T0USc0GyY08nwV8efH,1,7,0.6666666666666666,0.4433333333333333,,,Metusa e Rudi,Metusa & Rudzzt,metusa & rudzzt,Metusa,Rudzzt,Scions & Spellcraft,Jump Scare!,https://moxfield.com/decks/r_IFt9Gc3UqaULfoAEjVvg,https://moxfield.com/decks/XzGgdXc-TE-qFr4lzmGl6Q,Scions & Spellcraft,Jump Scare!,Scions & Spellcraft,Jump Scare!,Final Fantasy,Duskmourn: House of Horror,manual,0,0,7,1.0,3.0,5.0
liga-2x2-presencial-s1-e06,Liga 2x2 presencial S1-E06,2026-03-07,2026-03,Carlos & Mel,d5JV9kkcexsxV0BD6Wvm,2,6,0.6666666666666666,0.4792592592592593,,,Carlos e Mel,Carlos & Mel,carlos & mel,Carlos,Mel,Virtude e Valor,Cavaleiros de Rohan,https://moxfield.com/decks/Oo_99oH5K0ifS25Wzu5qLw,https://moxfield.com/decks/hi-cA6GBykKPYJ9xW0g_KQ,Virtude e Valor,Cavaleiros de Rohan,Virtue and Valor,Riders of Rohan,Wilds of Eldraine,The Lord Of The Rings: Tales Of Middle-Earth,manual,0,0,6,2.0,2.0,5.0
liga-2x2-presencial-s1-e06,Liga 2x2 presencial S1-E06,2026-03-07,2026-03,Luciano & Matheus,Tlh3UcbHWkErGfNosDrX,3,3,0.3333333333333333,0.7025925925925925,,,Matheus e luciano,Luciano & Matheus,luciano & matheus,Matheus,Luciano,Counter Blitz,Temur Roar,https://moxfield.com/decks/sDazpxFOb0S9IAdQSA_7lg,https://moxfield.com/decks/sao-2xrGqUCIfv46edPgmw,Counter Blitz,Temur Roar,Counter Blitz,Temur Roar,Final Fantasy,Tarkir Dragonstorm,manual,0,0,3,3.0,2.0,5.0
liga-2x2-presencial-s1-e06,Liga 2x2 presencial S1-E06,2026-03-07,2026-03,Nobru & Tarik,F4VUxPV9LRbA9wLWfHrJ,5,1,0.0,0.5925925925925926,~~Mainboard~~\n60 Forest\n\n,,Nobru e tarik,Nobru & Tarik,nobru & tarik,Nobru,Tarik,Turtle Power!,Counter Blitz,https://moxfield.com/decks/igKb7qATmkmYaX3M7hB4Sg,https://moxfield.com/decks/sDazpxFOb0S9IAdQSA_7lg,Turtle Power!,Counter Blitz,Turtle Power!,Counter Blitz,Teenage Mutant Ninja Turtles,Final Fantasy,manual,0,0,1,5.0,1.0,5.0
liga-2x2-presencial-s1-e06,Liga 2x2 presencial S1-E06,2026-03-07,2026-03,Aleksander & Luisa,edMJ7Qrq9zHBmhSK8TGU,6,0,0.0,0.6666666666666666,,,Aleksander e Luisa,Aleksander & Luisa,aleksander & luisa,Aleksander,Luisa,,,,,,,,,,,manual,0,1,0,6.0,1.0,5.0
liga-2x2-presencial-s1-e07,Liga 2x2 presencial S1-E07,2026-03-14,2026-03,Jorel & Martin,ZilKHnRr6PoKA3NQMA7Z,1,9,1.0,0.48148148148148145,,,Jorel & Martin,Jorel & Martin,jorel & martin,Jorel,Martin,Turtle Power!,Jeskai Striker,https://moxfield.com/decks/igKb7qATmkmYaX3M7hB4Sg,https://moxfield.com/decks/GqSQ24NIJkq-144dkab-HQ,Turtle Power!,Jeskai Striker,Turtle Power!,Jeskai Striker,Teenage Mutant Ninja Turtles,Tarkir Dragonstorm,manual,0,0,9,1.0,3.0,8.0
liga-2x2-presencial-s1-e07,Liga 2x2 presencial S1-E07,2026-03-14,2026-03,Langa & Murilo Ferreira,QNopyeTld6hb16W0NhZN,2,6,0.6666666666666666,0.5544444444444444,,,Langa & Murilo Ferreira,Langa & Murilo Ferreira,langa & murilo ferreira,Langa,Murilo Ferreira,Turtle Power!,Içar Velas,https://moxfield.com/decks/igKb7qATmkmYaX3M7hB4Sg,https://moxfield.com/decks/2wB6WsbRwU-ZdNlWHu6VKg,Turtle Power!,Içar Velas,Turtle Power!,Ahoy Mateys,Teenage Mutant Ninja Turtles,The Lost Caverns of Ixalan,manual,0,0,6,2.0,2.0,8.0
liga-2x2-presencial-s1-e07,Liga 2x2 presencial S1-E07,2026-03-14,2026-03,Metusa & Rudzzt,UZKhGUoS2bgcRGnzRVbq,3,5,0.3333333333333333,0.44333333333333336,,,Rudzzt & Metusa,Metusa & Rudzzt,metusa & rudzzt,Rudzzt,Metusa,Scions & Spellcraft,Jump Scare!,https://moxfield.com/decks/r_IFt9Gc3UqaULfoAEjVvg,https://moxfield.com/decks/XzGgdXc-TE-qFr4lzmGl6Q,Scions & Spellcraft,Jump Scare!,Scions & Spellcraft,Jump Scare!,Final Fantasy,Duskmourn: House of Horror,manual,0,0,5,3.0,2.0,8.0
liga-2x2-presencial-s1-e07,Liga 2x2 presencial S1-E07,2026-03-14,2026-03,Gustavo Dias & Melk,uLzq6ptszGvMfiP3Mrok,4,5,0.3333333333333333,0.40518518518518526,,,Melke & Gustavo Dias,Gustavo Dias & Melk,gustavo dias & melk,Melk,Gustavo Dias,Counter Blitz,Squirreled Away,https://moxfield.com/decks/sDazpxFOb0S9IAdQSA_7lg,https://moxfield.com/decks/4xEJiagwvEGelJy9ojLtZA,Counter Blitz,Squirreled Away,Counter Blitz,Squirreled Away,Final Fantasy,Bloomburrow,manual,0,0,5,4.0,2.0,8.0
liga-2x2-presencial-s1-e07,Liga 2x2 presencial S1-E07,2026-03-14,2026-03,Bauer & Kennao,m8aWYNqu2ilHtaG25o63,5,4,0.3333333333333333,0.6285185185185186,,,Bauer & Kennao,Bauer & Kennao,bauer & kennao,Bauer,Kennao,Linhagem Vampírica,Temur Roar,https://moxfield.com/decks/HIWLDPN2Bkyz9vSAl8rDmQ,https://moxfield.com/decks/sao-2xrGqUCIfv46edPgmw,Linhagem Vampírica,Temur Roar,Vampiric Bloodline,Temur Roar,Innistrad: Crimson Vow,Tarkir Dragonstorm,manual,0,0,4,5.0,1.0,8.0
liga-2x2-presencial-s1-e07,Liga 2x2 presencial S1-E07,2026-03-14,2026-03,Leonardo & Theo,bIxBhURq75QAiWqZwd2W,6,3,0.3333333333333333,0.6655555555555556,,,Theo & Leonardo,Leonardo & Theo,leonardo & theo,Theo,Leonardo,Turtle Power!,Temur Roar,https://moxfield.com/decks/igKb7qATmkmYaX3M7hB4Sg,https://moxfield.com/decks/sao-2xrGqUCIfv46edPgmw,Turtle Power!,Temur Roar,Turtle Power!,Temur Roar,Teenage Mutant Ninja Turtles,Tarkir Dragonstorm,manual,0,0,3,6.0,1.0,8.0
liga-2x2-presencial-s1-e07,Liga 2x2 presencial S1-E07,2026-03-14,2026-03,Luciano & Matheus,MEHgNCPhXZ3G5zAlBNyw,7,1,0.0,0.5925925925925927,,,Matheus Assis & Luciano,Luciano & Matheus,luciano & matheus,Matheus,Luciano,Domínio das Fadinas,Limit Break,https://moxfield.com/decks/ErDyBjAnKE6l5TqX6wMxdg,https://moxfield.com/decks/pTUR6p0yNkOoxDNqo8TMEw,Domínio das Fadinas,Limit Break,Fae Dominion,Limit Break,Wilds of Eldraine,Final Fantasy,manual,0,0,1,7.0,1.0,8.0
liga-2x2-presencial-s1-e07,Liga 2x2 presencial S1-E07,2026-03-14,2026-03,Nicolas & Nobru,j4WlLAverNMYtJ4iCIZ9,8,0,0.0,0.4444444444444444,,,Nobru & Nicolas,Nicolas & Nobru,nicolas & nobru,Nobru,Nicolas,Içar Velas,Sultai Arisen,https://moxfield.com/decks/2wB6WsbRwU-ZdNlWHu6VKg,https://moxfield.com/decks/puUUlzKNckGa-UnaRQSbxw,Içar Velas,Sultai Arisen,Ahoy Mateys,Sultai Arisen,The Lost Caverns of Ixalan,Tarkir Dragonstorm,manual,0,0,0,8.0,1.0,8.0
liga-2x2-presencial-s1-e08,Liga 2x2 presencial S1-E08,2026-03-21,2026-03,Vina & Zangalli,wS6xCZk0EDgQLBIhAg8F,1,9,1.0,0.5185185185185185,,,Zangalli & Vina,Vina & Zangalli,vina & zangalli,Zangalli,Vina,Endless Punishment,Scions & Spellcraft,https://moxfield.com/decks/eg5J71BzAU-yctY6lRn12Q,https://moxfield.com/decks/r_IFt9Gc3UqaULfoAEjVvg,Endless Punishment,Scions & Spellcraft,Endless Punishment,Scions & Spellcraft,Duskmourn: House of Horror,Final Fantasy,manual,0,0,9,1.0,3.0,8.0
liga-2x2-presencial-s1-e08,Liga 2x2 presencial S1-E08,2026-03-21,2026-03,Jorel & Martin,Eadjv1kTbkLo7TsI0DLM,2,6,0.6666666666666666,0.5544444444444444,,,Martin & Jorel,Jorel & Martin,jorel & martin,Martin,Jorel,Turtle Power!,Jeskai Striker,https://moxfield.com/decks/igKb7qATmkmYaX3M7hB4Sg,https://moxfield.com/decks/GqSQ24NIJkq-144dkab-HQ,Turtle Power!,Jeskai Striker,Turtle Power!,Jeskai Striker,Teenage Mutant Ninja Turtles,Tarkir Dragonstorm,manual,0,0,6,2.0,2.0,8.0
liga-2x2-presencial-s1-e08,Liga 2x2 presencial S1-E08,2026-03-21,2026-03,Metusa & Rudzzt,IuXtqm2TwdurO9UraPYo,3,6,0.6666666666666666,0.3322222222222222,,,Rudzzt & Metusa,Metusa & Rudzzt,metusa & rudzzt,Rudzzt,Metusa,Scions & Spellcraft,Jump Scare!,https://moxfield.com/decks/r_IFt9Gc3UqaULfoAEjVvg,https://moxfield.com/decks/XzGgdXc-TE-qFr4lzmGl6Q,Scions & Spellcraft,Jump Scare!,Scions & Spellcraft,Jump Scare!,Final Fantasy,Duskmourn: House of Horror,manual,0,0,6,3.0,2.0,8.0
liga-2x2-presencial-s1-e08,Liga 2x2 presencial S1-E08,2026-03-21,2026-03,Melk & Sônia,65RtA5XWADwHdscwXIQX,4,4,0.3333333333333333,0.5925925925925926,,,Melke & Sônia,Melk & Sônia,melk & sonia,Melk,Sônia,Abzan Armor,Veloci-E-Rápido,https://moxfield.com/decks/hdTiRiY5IEyCJFL2BR8cyg,https://moxfield.com/decks/KcPWaLquLkmIOy3XsFHTqQ,Abzan Armor,Veloci-E-Rápido,Abzan Armor,Veloci-Ramp-Tor,Tarkir Dragonstorm,The Lost Caverns of Ixalan,manual,0,0,4,4.0,2.0,8.0
liga-2x2-presencial-s1-e08,Liga 2x2 presencial S1-E08,2026-03-21,2026-03,Banshee & Gabi,kMkBmxjpEeeSoBXJV874,5,4,0.3333333333333333,0.5914814814814815,,,Banshee & Gabi,Banshee & Gabi,banshee & gabi,Banshee,Gabi,Blast from the Past,Squirreled Away,https://moxfield.com/decks/DrrgKpdOf0mmfCVUIyraLw,https://moxfield.com/decks/4xEJiagwvEGelJy9ojLtZA,Blast from the Past,Squirreled Away,Blast from the Past,Squirreled Away,Doctor Who,Bloomburrow,manual,0,0,4,5.0,1.0,8.0
liga-2x2-presencial-s1-e08,Liga 2x2 presencial S1-E08,2026-03-21,2026-03,Matheus & Murilo,gBiUHacA5WV7NZtY7lFw,6,3,0.3333333333333333,0.5555555555555555,,,Matheus & Murilo,Matheus & Murilo,matheus & murilo,Matheus,Murilo,Turtle Power!,Scions & Spellcraft,https://moxfield.com/decks/igKb7qATmkmYaX3M7hB4Sg,https://moxfield.com/decks/r_IFt9Gc3UqaULfoAEjVvg,Turtle Power!,Scions & Spellcraft,Turtle Power!,Scions & Spellcraft,Teenage Mutant Ninja Turtles,Final Fantasy,manual,0,0,3,6.0,1.0,8.0
liga-2x2-presencial-s1-e08,Liga 2x2 presencial S1-E08,2026-03-21,2026-03,Guga & Nobru,cIA6ATRyOEKjli7OuyKx,7,3,0.3333333333333333,0.4814814814814814,,,Nobru & Guga,Guga & Nobru,guga & nobru,Nobru,Guga,Içar Velas,Squirreled Away,https://moxfield.com/decks/2wB6WsbRwU-ZdNlWHu6VKg,https://moxfield.com/decks/4xEJiagwvEGelJy9ojLtZA,Içar Velas,Squirreled Away,Ahoy Mateys,Squirreled Away,The Lost Caverns of Ixalan,Bloomburrow,manual,0,0,3,7.0,1.0,8.0
liga-2x2-presencial-s1-e08,Liga 2x2 presencial S1-E08,2026-03-21,2026-03,Manfrinato & Melissa,Q3fl0XQo6SngzZC6kpP0,8,0,0.0,0.5925925925925926,,,Manfrinato & Melissa,Manfrinato & Melissa,manfrinato & melissa,Manfrinato,Melissa,Comida e Sociedade,Cavaleiros de Rohan,https://moxfield.com/decks/KOqweQdLSUSWGxKHtyy95Q,https://moxfield.com/decks/hi-cA6GBykKPYJ9xW0g_KQ,Comida e Sociedade,Cavaleiros de Rohan,Food and Fellowship,Riders of Rohan,The Lord Of The Rings: Tales Of Middle-Earth,The Lord Of The Rings: Tales Of Middle-Earth,manual,0,0,0,8.0,1.0,8.0
liga-2x2-presencial-s1-e09,Liga 2x2 presencial S1-E09,2026-03-28,2026-03,Arthur Castanhari & Murilo Oyafuso,LeepTSoifM048aqSL0lq,1,9,1.0,0.5185185185185185,,,Murilo Oyafuso & Castanhari,Arthur Castanhari & Murilo Oyafuso,arthur castanhari & murilo oyafuso,Murilo Oyafuso,Arthur Castanhari,World Shaper,Turtle Power!,https://moxfield.com/decks/n04yWsMGvUCmMQ8ImxJ_0A,https://moxfield.com/decks/igKb7qATmkmYaX3M7hB4Sg,World Shaper,Turtle Power!,World Shaper,Turtle Power!,Edge of Eternities,Teenage Mutant Ninja Turtles,manual,0,0,9,1.0,3.0,5.0
liga-2x2-presencial-s1-e09,Liga 2x2 presencial S1-E09,2026-03-28,2026-03,Jorel & Martin,2LMFwzKH5K13kUzDF9Rb,2,6,0.5,0.665,,,Martin & Jorel,Jorel & Martin,jorel & martin,Martin,Jorel,Turtle Power!,Counter Blitz,https://moxfield.com/decks/igKb7qATmkmYaX3M7hB4Sg,https://moxfield.com/decks/sDazpxFOb0S9IAdQSA_7lg,Turtle Power!,Counter Blitz,Turtle Power!,Counter Blitz,Teenage Mutant Ninja Turtles,Final Fantasy,manual,0,0,6,2.0,2.0,5.0
liga-2x2-presencial-s1-e09,Liga 2x2 presencial S1-E09,2026-03-28,2026-03,Anthony & Oscar,zeqvC10BPhg5QtOjypGn,3,4,0.0,0.665,,,Oscar & Anthony,Anthony & Oscar,anthony & oscar,Oscar,Anthony,Domínio das Fadinas,Exploradores das Profundezas,https://moxfield.com/decks/ErDyBjAnKE6l5TqX6wMxdg,https://moxfield.com/decks/SvrXYfEIn0q5EprNPf0mqQ,Domínio das Fadinas,Exploradores das Profundezas,Fae Dominion,Explorers of the Deep,Wilds of Eldraine,The Lost Caverns of Ixalan,manual,0,0,4,3.0,2.0,5.0
liga-2x2-presencial-s1-e09,Liga 2x2 presencial S1-E09,2026-03-28,2026-03,Metusa & Rudzzt,jcAsQpMLg9goLE6uXujS,4,4,0.0,0.665,,,Metusa & Rud,Metusa & Rudzzt,metusa & rudzzt,Metusa,Rudzzt,Exploradores das Profundezas,Quandrix Quântica,https://moxfield.com/decks/SvrXYfEIn0q5EprNPf0mqQ,https://moxfield.com/decks/PZE0uF5pckKFccZKFvp1mg,Exploradores das Profundezas,Quandrix Quântica,Explorers of the Deep,Quantum Quandrix,The Lost Caverns of Ixalan,Commander 2021 - Strixhaven,manual,0,0,4,4.0,2.0,5.0
liga-2x2-presencial-s1-e09,Liga 2x2 presencial S1-E09,2026-03-28,2026-03,Matheus & Romano,QzL9Vrdx9lGtmkwE51Fn,5,2,0.0,0.5185185185185185,,,Matheus & Romano,Matheus & Romano,matheus & romano,Matheus,Romano,,,,,,,,,,,manual,0,1,2,5.0,1.0,5.0
liga-2x2-presencial-s2-e1,Liga 2x2 presencial S2-E1,2026-04-04,2026-04,Jorel & Martin,cAD5YqzX7nzRCD6xB5Ek,1,9,1.0,0.5544444444444444,,,Jorel e Martin,Jorel & Martin,jorel & martin,Jorel,Martin,Turtle Power!,Counter Blitz,https://moxfield.com/decks/igKb7qATmkmYaX3M7hB4Sg,https://moxfield.com/decks/sDazpxFOb0S9IAdQSA_7lg,Turtle Power!,Counter Blitz,Turtle Power!,Counter Blitz,Teenage Mutant Ninja Turtles,Final Fantasy,manual,0,0,9,1.0,3.0,8.0
liga-2x2-presencial-s2-e1,Liga 2x2 presencial S2-E1,2026-04-04,2026-04,Melk & Sônia,RfTEsp2aEtqxD90rSvHX,2,6,0.6666666666666666,0.5555555555555555,,,Melk e Sônia,Melk & Sônia,melk & sonia,Melk,Sônia,Veloci-E-Rápido,Jeskai Striker,https://moxfield.com/decks/KcPWaLquLkmIOy3XsFHTqQ,https://moxfield.com/decks/GqSQ24NIJkq-144dkab-HQ,Veloci-E-Rápido,Jeskai Striker,Veloci-Ramp-Tor,Jeskai Striker,The Lost Caverns of Ixalan,Tarkir Dragonstorm,manual,0,0,6,2.0,2.0,8.0
liga-2x2-presencial-s2-e1,Liga 2x2 presencial S2-E1,2026-04-04,2026-04,Cheury & Zangalli,868QMBXr6LUxnIlfbUcE,3,6,0.6666666666666666,0.5544444444444444,,,Zangalli e Cheury,Cheury & Zangalli,cheury & zangalli,Zangalli,Cheury,Dance of the Elements,Endless Punishment,https://moxfield.com/decks/Z9GXwZyiKkOfR3O5m1rEkw,https://moxfield.com/decks/eg5J71BzAU-yctY6lRn12Q,Dance of the Elements,Endless Punishment,Dance of the Elements,Endless Punishment,Lorwyn Eclipsed,Duskmourn: House of Horror,manual,0,0,6,3.0,2.0,8.0
liga-2x2-presencial-s2-e1,Liga 2x2 presencial S2-E1,2026-04-04,2026-04,Johann & Matheus,0oUMfxmpigLPeRCYaKm7,4,4,0.3333333333333333,0.3322222222222222,,,Matheus e Johann,Johann & Matheus,johann & matheus,Matheus,Johann,Domínio das Fadinas,Veloci-E-Rápido,https://moxfield.com/decks/ErDyBjAnKE6l5TqX6wMxdg,https://moxfield.com/decks/KcPWaLquLkmIOy3XsFHTqQ,Domínio das Fadinas,Veloci-E-Rápido,Fae Dominion,Veloci-Ramp-Tor,Wilds of Eldraine,The Lost Caverns of Ixalan,manual,0,0,4,4.0,2.0,8.0
