tid,tournament_name,start_date,month,raw_team,team_name,team_key,player_1,player_2,deck_1,deck_2,deck_url_1,deck_url_2,deck_name_pt_1,deck_name_pt_2,deck_name_en_1,deck_name_en_2,colecao_1,colecao_2,map_status,missing_players,missing_decks,notes
liga-2x2-online-s2-e2,,,,Rogério Nascimento & Rafael Mendes,Rafael Mendes & Rogério Nascimento,rafael mendes & rogerio nascimento,Rogério Nascimento,Rafael Mendes,World Shaper,Turtle Power!,https://moxfield.com/decks/n04yWsMGvUCmMQ8ImxJ_0A,https://moxfield.com/decks/igKb7qATmkmYaX3M7hB4Sg,World Shaper,Turtle Power!,World Shaper,Turtle Power!,Edge of Eternities,Teenage Mutant Ninja Turtles,manual,0,0,importado de planilha
liga-2x2-online-s2-e3,,,,Marcos Sartori & Arthur Sartori,Arthur Sartori & Marcos Sartori,arthur sartori & marcos sartori,Marcos Sartori,Arthur Sartori,Festa dos Planeswalker,Scions & Spellcraft,https://moxfield.com/decks/BYtodI0bP02r4z6UCkNkOg,https://moxfield.com/decks/r_IFt9Gc3UqaULfoAEjVvg,Festa dos Planeswalker,Scions & Spellcraft,Planeswalker Party,Scions & Spellcraft,Commander Masters,Final Fantasy,manual,0,0,importado de planilha
liga-2x2-online-s2-e3,,,,Gustavo Dias & Bauer,Bauer & Gustavo Dias,bauer & gustavo dias,Gustavo Dias,Bauer,Squirreled Away,Scions & Spellcraft,https://moxfield.com/decks/4xEJiagwvEGelJy9ojLtZA,https://moxfield.com/decks/r_IFt9Gc3UqaULfoAEjVvg,Squirreled Away,Scions & Spellcraft,Squirreled Away,Scions & Spellcraft,Bloomburrow,Final Fantasy,manual,0,0,importado de planilha
liga-2x2-online-s2-e3,,,,Bells & Greowtty,Bells & Greowtty,bells & greowtty,Bells,Greowtty,Temur Roar,Ciência!,https://moxfield.com/decks/sao-2xrGqUCIfv46edPgmw,https://moxfield.com/decks/MGW4G6BLH0aqomnBukdqVg,Temur Roar,Ciência!,Temur Roar,Science!,Tarkir Dragonstorm,Fallout,manual,0,0,importado de planilha
liga-2x2-online-s2-e3,,,,Boone & Reva,Boone & Reva,boone & reva,Boone,Reva,Festa dos Planeswalker,"Ave, Caesar",https://moxfield.com/decks/BYtodI0bP02r4z6UCkNkOg,https://moxfield.com/decks/a6xg5ghnH0C-IB5PPqTZBQ,Festa dos Planeswalker,"Ave, Caesar",Planeswalker Party,"Hail, Caesar",Commander Masters,Fallout,manual,0,0,importado de planilha
liga-2x2-online-s2-e3,,,,Borini & Vicente,Borini & Vicente,borini & vicente,Borini,Vicente,Abzan Armor,Prismari Artistry,https://moxfield.com/decks/hdTiRiY5IEyCJFL2BR8cyg,https://moxfield.com/decks/Fh99bHrQZ0KLu34C2JXu5w,Abzan Armor,Prismari Artistry,Abzan Armor,Prismari Artistry,Tarkir Dragonstorm,Secrets of Strixhaven,manual,0,0,importado de planilha
liga-2x2-online-s2-e3,,,,Cássio & Carlos,Carlos & Cássio,carlos & cassio,Cássio,Carlos,Animated Army,Saída do Exílio,https://moxfield.com/decks/IZBQnOST_kWlQtqytb75rg,https://moxfield.com/decks/KxwR1gan906BkACQCgMZHg,Animated Army,Saída do Exílio,Animated Army,Exit from Exile,Bloomburrow,Commander Legends: Battle for Baldur's Gate,manual,0,0,importado de planilha
liga-2x2-online-s2-e3,,,,Vande & João Marmentini,João Marmentini & Vande,joao marmentini & vande,Vande,João Marmentini,Scions & Spellcraft,Endless Punishment,https://moxfield.com/decks/r_IFt9Gc3UqaULfoAEjVvg,https://moxfield.com/decks/eg5J71BzAU-yctY6lRn12Q,Scions & Spellcraft,Endless Punishment,Scions & Spellcraft,Endless Punishment,Final Fantasy,Duskmourn: House of Horror,manual,0,0,importado de planilha
liga-2x2-online-s2-e3,,,,Mateus & Juliano,Juliano & Mateus,juliano & mateus,Mateus,Juliano,Içar Velas,Jeskai Striker,https://moxfield.com/decks/2wB6WsbRwU-ZdNlWHu6VKg,https://moxfield.com/decks/GqSQ24NIJkq-144dkab-HQ,Içar Velas,Jeskai Striker,Ahoy Mateys,Jeskai Striker,The Lost Caverns of Ixalan,Tarkir Dragonstorm,manual,0,0,importado de planilha
liga-2x2-online-s2-e4,,,,Marcos Sartori & Arthur Sartori,Arthur Sartori & Marcos Sartori,arthur sartori & marcos sartori,Marcos Sartori,Arthur Sartori,Festa dos Planeswalker,Scions & Spellcraft,https://moxfield.com/decks/BYtodI0bP02r4z6UCkNkOg,https://moxfield.com/decks/r_IFt9Gc3UqaULfoAEjVvg,Festa dos Planeswalker,Scions & Spellcraft,Planeswalker Party,Scions & Spellcraft,Commander Masters,Final Fantasy,manual,0,0,importado de planilha
liga-2x2-online-s2-e4,,,,Bauer & Langa,Bauer & Langa,bauer & langa,Bauer,Langa,Festa dos Planeswalker,Içar Velas,https://moxfield.com/decks/BYtodI0bP02r4z6UCkNkOg,https://moxfield.com/decks/2wB6WsbRwU-ZdNlWHu6VKg,Festa dos Planeswalker,Içar Velas,Planeswalker Party,Ahoy Mateys,Commander Masters,The Lost Caverns of Ixalan,manual,0,0,importado de planilha
liga-2x2-online-s2-e4,,,,Bells & Greowty,Bells & Greowtty,bells & greowtty,Bells,Greowtty,Quandrix Unlimited,Maelstrom Arcano,https://moxfield.com/decks/ht3IDMDxnU2VOMi7MAhtFg,https://moxfield.com/decks/9dBPnvVgpE6CUYp-3EHlAw,Quandrix Unlimited,Maelstrom Arcano,Quandrix Unlimited,Arcane Maelstrom,Secrets of Strixhaven,Commander 2020 - Ikoria,manual,0,0,importado de planilha
liga-2x2-online-s2-e4,,,,Boone & Reva,Boone & Reva,boone & reva,Boone,Reva,Içar Velas,"Ave, Caesar",https://moxfield.com/decks/2wB6WsbRwU-ZdNlWHu6VKg,https://moxfield.com/decks/a6xg5ghnH0C-IB5PPqTZBQ,Içar Velas,"Ave, Caesar",Ahoy Mateys,"Hail, Caesar",The Lost Caverns of Ixalan,Fallout,manual,0,0,importado de planilha
liga-2x2-online-s2-e4,,,,Borini & Vicente,Borini & Vicente,borini & vicente,Borini,Vicente,Lorehold Spirit,Silverquill Influence,https://moxfield.com/decks/u6bBAgiZn0aXxjms4_-J9A,https://moxfield.com/decks/g9rcUGSiR02aO2Ozof0rNA,Lorehold Spirit,Silverquill Influence,Lorehold Spirit,Silverquill Influence,Secrets of Strixhaven,Secrets of Strixhaven,manual,0,0,importado de planilha
liga-2x2-online-s2-e4,,,,Cássio & Carlos,Carlos & Cássio,carlos & cassio,Cássio,Carlos,Animated Army,Squirreled Away,https://moxfield.com/decks/IZBQnOST_kWlQtqytb75rg,https://moxfield.com/decks/4xEJiagwvEGelJy9ojLtZA,Animated Army,Squirreled Away,Animated Army,Squirreled Away,Bloomburrow,Bloomburrow,manual,0,0,importado de planilha
liga-2x2-online-s2-e4,,,,Martin & Jorel,Jorel & Martin,jorel & martin,Martin,Jorel,Lorehold Spirit,Quandrix Unlimited,https://moxfield.com/decks/u6bBAgiZn0aXxjms4_-J9A,https://moxfield.com/decks/ht3IDMDxnU2VOMi7MAhtFg,Lorehold Spirit,Quandrix Unlimited,Lorehold Spirit,Quandrix Unlimited,Secrets of Strixhaven,Secrets of Strixhaven,manual,0,0,importado de planilha
liga-2x2-online-s2-e4,,,,Vande & João Marmentini,João Marmentini & Vande,joao marmentini & vande,Vande,João Marmentini,Virtude e Valor,Silverquill Influence,https://moxfield.com/decks/Oo_99oH5K0ifS25Wzu5qLw,https://moxfield.com/decks/g9rcUGSiR02aO2Ozof0rNA,Virtude e Valor,Silverquill Influence,Virtue and Valor,Silverquill Influence,Wilds of Eldraine,Secrets of Strixhaven,manual,0,0,importado de planilha
liga-2x2-online-s2-e5,,,,Marcos Sartori & Arthur Sartori,Arthur Sartori & Marcos Sartori,arthur sartori & marcos sartori,Marcos Sartori,Arthur Sartori,Festa dos Planeswalker,Scions & Spellcraft,https://moxfield.com/decks/BYtodI0bP02r4z6UCkNkOg,https://moxfield.com/decks/r_IFt9Gc3UqaULfoAEjVvg,Festa dos Planeswalker,Scions & Spellcraft,Planeswalker Party,Scions & Spellcraft,Commander Masters,Final Fantasy,manual,0,0,importado de planilha
liga-2x2-online-s2-e5,,,,Bauer & Gustavo Dias,Bauer & Gustavo Dias,bauer & gustavo dias,Bauer,Gustavo Dias,Influência Corruptora,Quandrix Unlimited,https://moxfield.com/decks/wRdT-auSDE6XcMJPM0aHDA,https://moxfield.com/decks/ht3IDMDxnU2VOMi7MAhtFg,Influência Corruptora,Quandrix Unlimited,Corrupting Influence,Quandrix Unlimited,Phyrexia: All Will Be One,Secrets of Strixhaven,manual,0,0,importado de planilha
liga-2x2-online-s2-e5,,,,Greowtty & Bells,Bells & Greowtty,bells & greowtty,Greowtty,Bells,Virtude e Valor,Masters of Evil,https://moxfield.com/decks/Oo_99oH5K0ifS25Wzu5qLw,https://moxfield.com/decks/9i25pXMDhES76C-1-gBZKA,Virtude e Valor,Masters of Evil,Virtue and Valor,Masters of Evil,Wilds of Eldraine,Doctor Who,manual,0,0,importado de planilha
liga-2x2-online-s2-e5,,,,Cássio & Carlos,Carlos & Cássio,carlos & cassio,Cássio,Carlos,Animated Army,Squirreled Away,https://moxfield.com/decks/IZBQnOST_kWlQtqytb75rg,https://moxfield.com/decks/4xEJiagwvEGelJy9ojLtZA,Animated Army,Squirreled Away,Animated Army,Squirreled Away,Bloomburrow,Bloomburrow,manual,0,0,importado de planilha
liga-2x2-online-s2-e5,,,,Erick & Crothen,Crothen & Erick,crothen & erick,Erick,Crothen,Endless Punishment,Blight Curse,https://moxfield.com/decks/eg5J71BzAU-yctY6lRn12Q,https://moxfield.com/decks/dDoe4mrTwEWH0sP2H7WH4A,Endless Punishment,Blight Curse,Endless Punishment,Blight Curse,Duskmourn: House of Horror,Lorwyn Eclipsed,manual,0,0,importado de planilha
liga-2x2-online-s2-e5,,,,Rodrigo & Daniel,Daniel & Rodrigo,daniel & rodrigo,Rodrigo,Daniel,Cavaleiros de Rohan,Creative Energy,https://moxfield.com/decks/hi-cA6GBykKPYJ9xW0g_KQ,https://moxfield.com/decks/V896XG46-kuKTCBXImt5Cg,Cavaleiros de Rohan,Creative Energy,Riders of Rohan,Creative Energy,The Lord Of The Rings: Tales Of Middle-Earth,Modern Horizons 3,manual,0,0,importado de planilha
liga-2x2-online-s2-e5,,,,Pinho & Felipe,Felipe & Pinho,felipe & pinho,Pinho,Felipe,Tricky Terrain,Counter Blitz,https://moxfield.com/decks/oZAUJUI4OESC2r8Yz9hhRw,https://moxfield.com/decks/sDazpxFOb0S9IAdQSA_7lg,Tricky Terrain,Counter Blitz,Tricky Terrain,Counter Blitz,Modern Horizons 3,Final Fantasy,manual,0,0,importado de planilha
liga-2x2-online-s2-e5,,,,Vicente & Guilherme,Guilherme & Vicente,guilherme & vicente,Vicente,Guilherme,Forças do Império,Dance of the Elements,https://moxfield.com/decks/vBgNOCq5CUWU3B4c5m8gXA,https://moxfield.com/decks/Z9GXwZyiKkOfR3O5m1rEkw,Forças do Império,Dance of the Elements,Forces of the Imperium,Dance of the Elements,Warhammer 40.000,Lorwyn Eclipsed,manual,0,0,importado de planilha
liga-2x2-online-s2-e5,,,,Jorel & Martin,Jorel & Martin,jorel & martin,Jorel,Martin,Turtle Power!,Lorehold Spirit,https://moxfield.com/decks/igKb7qATmkmYaX3M7hB4Sg,https://moxfield.com/decks/u6bBAgiZn0aXxjms4_-J9A,Turtle Power!,Lorehold Spirit,Turtle Power!,Lorehold Spirit,Teenage Mutant Ninja Turtles,Secrets of Strixhaven,manual,0,0,importado de planilha
liga-2x2-online-s2-e5,,,,Vande & João Marmentini,João Marmentini & Vande,joao marmentini & vande,Vande,João Marmentini,Scions & Spellcraft,Endless Punishment,https://moxfield.com/decks/r_IFt9Gc3UqaULfoAEjVvg,https://moxfield.com/decks/eg5J71BzAU-yctY6lRn12Q,Scions & Spellcraft,Endless Punishment,Scions & Spellcraft,Endless Punishment,Final Fantasy,Duskmourn: House of Horror,manual,0,0,importado de planilha
liga-2x2-online-s2-e5,,,,Marcelo F. & Renan,Marcelo F. & Renan,marcelo f & renan,Marcelo F.,Renan,Lorehold Spirit,Içar Velas,https://moxfield.com/decks/u6bBAgiZn0aXxjms4_-J9A,https://moxfield.com/decks/2wB6WsbRwU-ZdNlWHu6VKg,Lorehold Spirit,Içar Velas,Lorehold Spirit,Ahoy Mateys,Secrets of Strixhaven,The Lost Caverns of Ixalan,manual,0,0,importado de planilha
liga-2x2-online-s2-e5,,,,Samuel & Reva,Reva & Samuel,reva & samuel,Samuel,Reva,Prismari Artistry,"Ave, Caesar",https://moxfield.com/decks/Fh99bHrQZ0KLu34C2JXu5w,https://moxfield.com/decks/a6xg5ghnH0C-IB5PPqTZBQ,Prismari Artistry,"Ave, Caesar",Prismari Artistry,"Hail, Caesar",Secrets of Strixhaven,Fallout,manual,0,0,importado de planilha
liga-2x2-online-s2-e6,,,,Andressa & Reva,Andressa & Reva,andressa & reva,Andressa,Reva,Temur Roar,Jeskai Striker,https://moxfield.com/decks/sao-2xrGqUCIfv46edPgmw,https://moxfield.com/decks/GqSQ24NIJkq-144dkab-HQ,Temur Roar,Jeskai Striker,Temur Roar,Jeskai Striker,Tarkir Dragonstorm,Tarkir Dragonstorm,manual,0,0,importado de planilha
liga-2x2-online-s2-e6,,,,Marcos Sartori & Arthur Sartori,Arthur Sartori & Marcos Sartori,arthur sartori & marcos sartori,Marcos Sartori,Arthur Sartori,Festa dos Planeswalker,Scions & Spellcraft,https://moxfield.com/decks/BYtodI0bP02r4z6UCkNkOg,https://moxfield.com/decks/r_IFt9Gc3UqaULfoAEjVvg,Festa dos Planeswalker,Scions & Spellcraft,Planeswalker Party,Scions & Spellcraft,Commander Masters,Final Fantasy,manual,0,0,importado de planilha
liga-2x2-online-s2-e6,,,,Bells & Greowtty,Bells & Greowtty,bells & greowtty,Bells,Greowtty,Quandrix Unlimited,Seize Control,https://moxfield.com/decks/ht3IDMDxnU2VOMi7MAhtFg,https://moxfield.com/decks/9xWe3BhbaEWqt4WNHdU7Ow,Quandrix Unlimited,Seize Control,Quandrix Unlimited,Seize Control,Secrets of Strixhaven,Commander 2015,manual,0,0,importado de planilha
liga-2x2-online-s2-e6,,,,Carlos & Vande,Carlos & Vande,carlos & vande,Carlos,Vande,Turtle Power!,Counter Blitz,https://moxfield.com/decks/igKb7qATmkmYaX3M7hB4Sg,https://moxfield.com/decks/sDazpxFOb0S9IAdQSA_7lg,Turtle Power!,Counter Blitz,Turtle Power!,Counter Blitz,Teenage Mutant Ninja Turtles,Final Fantasy,manual,0,0,importado de planilha
liga-2x2-online-s2-e6,,,,Felipe & Pinho,Felipe & Pinho,felipe & pinho,Felipe,Pinho,Tricky Terrain,Counter Blitz,https://moxfield.com/decks/oZAUJUI4OESC2r8Yz9hhRw,https://moxfield.com/decks/sDazpxFOb0S9IAdQSA_7lg,Tricky Terrain,Counter Blitz,Tricky Terrain,Counter Blitz,Modern Horizons 3,Final Fantasy,manual,0,0,importado de planilha
liga-2x2-online-s2-e6,,,,Guilherme & Vicente,Guilherme & Vicente,guilherme & vicente,Guilherme,Vicente,Dance of the Elements,Limit Break,https://moxfield.com/decks/Z9GXwZyiKkOfR3O5m1rEkw,https://moxfield.com/decks/pTUR6p0yNkOoxDNqo8TMEw,Dance of the Elements,Limit Break,Dance of the Elements,Limit Break,Lorwyn Eclipsed,Final Fantasy,manual,0,0,importado de planilha
liga-2x2-online-s2-e6,,,,Martin & Jorel,Jorel & Martin,jorel & martin,Martin,Jorel,Lorehold Spirit,Turtle Power!,https://moxfield.com/decks/u6bBAgiZn0aXxjms4_-J9A,https://moxfield.com/decks/igKb7qATmkmYaX3M7hB4Sg,Lorehold Spirit,Turtle Power!,Lorehold Spirit,Turtle Power!,Secrets of Strixhaven,Teenage Mutant Ninja Turtles,manual,0,0,importado de planilha
liga-2x2-online-s2-e6,,,,João Marmentini & Pedro Boaro,João Marmentini & Pedro Boaro,joao marmentini & pedro boaro,João Marmentini,Pedro Boaro,Lorehold Spirit,Silverquill Influence,https://moxfield.com/decks/u6bBAgiZn0aXxjms4_-J9A,https://moxfield.com/decks/g9rcUGSiR02aO2Ozof0rNA,Lorehold Spirit,Silverquill Influence,Lorehold Spirit,Silverquill Influence,Secrets of Strixhaven,Secrets of Strixhaven,manual,0,0,importado de planilha
liga-2x2-online-s2-e7,,,,Marcos Sartori & Arthur Sartori,Arthur Sartori & Marcos Sartori,arthur sartori & marcos sartori,Marcos Sartori,Arthur Sartori,Festa dos Planeswalker,Scions & Spellcraft,https://moxfield.com/decks/BYtodI0bP02r4z6UCkNkOg,https://moxfield.com/decks/r_IFt9Gc3UqaULfoAEjVvg,Festa dos Planeswalker,Scions & Spellcraft,Planeswalker Party,Scions & Spellcraft,Commander Masters,Final Fantasy,manual,0,0,importado de planilha
liga-2x2-online-s2-e7,,,,Greowtty & Bells,Bells & Greowtty,bells & greowtty,Greowtty,Bells,Swell the Host,Prismari Artistry,https://moxfield.com/decks/sTwznDkLR06SrAiWHA9AIA,https://moxfield.com/decks/Fh99bHrQZ0KLu34C2JXu5w,Swell the Host,Prismari Artistry,Swell the Host,Prismari Artistry,Commander 2015,Secrets of Strixhaven,manual,0,0,importado de planilha
liga-2x2-online-s2-e7,,,,Reva & Boone,Boone & Reva,boone & reva,Reva,Boone,"Ave, Caesar",Witherbloom Pestilence,https://moxfield.com/decks/a6xg5ghnH0C-IB5PPqTZBQ,https://moxfield.com/decks/AfG94iTx-UeG0L1wvTfSug,"Ave, Caesar",Witherbloom Pestilence,"Hail, Caesar",Witherbloom Pestilence,Fallout,Secrets of Strixhaven,manual,0,0,importado de planilha
liga-2x2-online-s2-e7,,,,Carlos & Carlos,Carlos & Carlos,carlos & carlos,Carlos,Carlos,Scions & Spellcraft,Doom Prevails,https://moxfield.com/decks/r_IFt9Gc3UqaULfoAEjVvg,https://moxfield.com/decks/Jg16IgdT80G3KgLz0vI23g,Scions & Spellcraft,Doom Prevails,Scions & Spellcraft,Doom Prevails,Final Fantasy,Marvel Super Heroes,manual,0,0,importado de planilha
liga-2x2-online-s2-e7,,,,Martin & Dellani,Dellani & Martin,dellani & martin,Martin,Dellani,Lorehold Spirit,Festa dos Planeswalker,https://moxfield.com/decks/u6bBAgiZn0aXxjms4_-J9A,https://moxfield.com/decks/BYtodI0bP02r4z6UCkNkOg,Lorehold Spirit,Festa dos Planeswalker,Lorehold Spirit,Planeswalker Party,Secrets of Strixhaven,Commander Masters,manual,0,0,importado de planilha
liga-2x2-online-s2-e7,,,,Felipe & Pinho,Felipe & Pinho,felipe & pinho,Felipe,Pinho,Tricky Terrain,Counter Blitz,https://moxfield.com/decks/oZAUJUI4OESC2r8Yz9hhRw,https://moxfield.com/decks/sDazpxFOb0S9IAdQSA_7lg,Tricky Terrain,Counter Blitz,Tricky Terrain,Counter Blitz,Modern Horizons 3,Final Fantasy,manual,0,0,importado de planilha
liga-2x2-online-s2-e7,,,,Guilherme & Vicente,Guilherme & Vicente,guilherme & vicente,Guilherme,Vicente,Prismari Artistry,Silverquill Influence,https://moxfield.com/decks/Fh99bHrQZ0KLu34C2JXu5w,https://moxfield.com/decks/g9rcUGSiR02aO2Ozof0rNA,Prismari Artistry,Silverquill Influence,Prismari Artistry,Silverquill Influence,Secrets of Strixhaven,Secrets of Strixhaven,manual,0,0,importado de planilha
liga-2x2-online-s2-e7,,,,Vande & Thiago,Thiago & Vande,thiago & vande,Vande,Thiago,Endless Punishment,Dance of the Elements,https://moxfield.com/decks/eg5J71BzAU-yctY6lRn12Q,https://moxfield.com/decks/Z9GXwZyiKkOfR3O5m1rEkw,Endless Punishment,Dance of the Elements,Endless Punishment,Dance of the Elements,Duskmourn: House of Horror,Lorwyn Eclipsed,manual,0,0,importado de planilha
liga-2x2-presencial-s1-e01-1,,,,Baron & Dare,Baron & Dare,baron & dare,Baron,Dare,Virtude e Valor,Animated Army,https://moxfield.com/decks/Oo_99oH5K0ifS25Wzu5qLw,https://moxfield.com/decks/IZBQnOST_kWlQtqytb75rg,Virtude e Valor,Animated Army,Virtue and Valor,Animated Army,Wilds of Eldraine,Bloomburrow,manual,0,0,importado de planilha
liga-2x2-presencial-s1-e01-1,,,,Langa & Guga,Guga & Langa,guga & langa,Langa,Guga,Içar Velas,Mardu Surge,https://moxfield.com/decks/2wB6WsbRwU-ZdNlWHu6VKg,https://moxfield.com/decks/Ofx3_fKIg0eNc9wg_moKPw,Içar Velas,Mardu Surge,Ahoy Mateys,Mardu Surge,The Lost Caverns of Ixalan,Tarkir Dragonstorm,manual,0,0,importado de planilha
liga-2x2-presencial-s1-e01-1,,,,Martin & Jorel,Jorel & Martin,jorel & martin,Martin,Jorel,Jeskai Striker,Creative Energy,https://moxfield.com/decks/GqSQ24NIJkq-144dkab-HQ,https://moxfield.com/decks/V896XG46-kuKTCBXImt5Cg,Jeskai Striker,Creative Energy,Jeskai Striker,Creative Energy,Tarkir Dragonstorm,Modern Horizons 3,manual,0,0,importado de planilha
liga-2x2-presencial-s1-e01-1,,,,Nobru & Metusa,Metusa & Nobru,metusa & nobru,Nobru,Metusa,Virtude e Valor,Jump Scare!,https://moxfield.com/decks/Oo_99oH5K0ifS25Wzu5qLw,https://moxfield.com/decks/XzGgdXc-TE-qFr4lzmGl6Q,Virtude e Valor,Jump Scare!,Virtue and Valor,Jump Scare!,Wilds of Eldraine,Duskmourn: House of Horror,manual,0,0,importado de planilha
liga-2x2-presencial-s1-e01-1,,,,Zubk & Nath,Nath & Zubk,nath & zubk,Zubk,Nath,Devorarrrdores de Mentes,Perigo Mortal,https://moxfield.com/decks/fmt6yaMreU2LXsLELVt7xw,https://moxfield.com/decks/OVDNmzDGOEW6CL-dVVCxbA,Devorarrrdores de Mentes,Perigo Mortal,Mind Flayarrrs,Grave Danger,Commander Legends: Battle for Baldur's Gate,Starter Commander Decks,manual,0,0,importado de planilha
liga-2x2-presencial-s1-e01-1,,,,Teixeira & Pedro,Pedro & Teixeira,pedro & teixeira,Teixeira,Pedro,Veloci-E-Rápido,Içar Velas,https://moxfield.com/decks/KcPWaLquLkmIOy3XsFHTqQ,https://moxfield.com/decks/2wB6WsbRwU-ZdNlWHu6VKg,Veloci-E-Rápido,Içar Velas,Veloci-Ramp-Tor,Ahoy Mateys,The Lost Caverns of Ixalan,The Lost Caverns of Ixalan,manual,0,0,importado de planilha
liga-2x2-presencial-s1-e02,,,,Fiel & Werneck,Fiel & marcus vinicius werneck esteves,fiel & marcus vinicius werneck esteves,Fiel,marcus vinicius werneck esteves,Death Toll,Endless Punishment,https://moxfield.com/decks/IYNgcuHZQk2WJeZMJw0t7Q,https://moxfield.com/decks/eg5J71BzAU-yctY6lRn12Q,Death Toll,Endless Punishment,Death Toll,Endless Punishment,Duskmourn: House of Horror,Duskmourn: House of Horror,manual,0,0,importado de planilha
liga-2x2-presencial-s1-e02,,,,Jorel & Martin,Jorel & Martin,jorel & martin,Jorel,Martin,Blight Curse,Counter Blitz,https://moxfield.com/decks/dDoe4mrTwEWH0sP2H7WH4A,https://moxfield.com/decks/sDazpxFOb0S9IAdQSA_7lg,Blight Curse,Counter Blitz,Blight Curse,Counter Blitz,Lorwyn Eclipsed,Final Fantasy,manual,0,0,importado de planilha
liga-2x2-presencial-s1-e02,,,,Nobru & Metusa,Metusa & Nobru,metusa & nobru,Nobru,Metusa,Virtude e Valor,Jump Scare!,https://moxfield.com/decks/Oo_99oH5K0ifS25Wzu5qLw,https://moxfield.com/decks/XzGgdXc-TE-qFr4lzmGl6Q,Virtude e Valor,Jump Scare!,Virtue and Valor,Jump Scare!,Wilds of Eldraine,Duskmourn: House of Horror,manual,0,0,importado de planilha
liga-2x2-presencial-s1-e02,,,,Tony & Oscar,Oscar & Tony,oscar & tony,Tony,Oscar,Domínio das Fadinas,Scions & Spellcraft,https://moxfield.com/decks/ErDyBjAnKE6l5TqX6wMxdg,https://moxfield.com/decks/r_IFt9Gc3UqaULfoAEjVvg,Domínio das Fadinas,Scions & Spellcraft,Fae Dominion,Scions & Spellcraft,Wilds of Eldraine,Final Fantasy,manual,0,0,importado de planilha
liga-2x2-presencial-s1-e04,,,,Bauer & Langa,Bauer & Langa,bauer & langa,Bauer,Langa,Içar Velas,Temur Roar,https://moxfield.com/decks/2wB6WsbRwU-ZdNlWHu6VKg,https://moxfield.com/decks/sao-2xrGqUCIfv46edPgmw,Içar Velas,Temur Roar,Ahoy Mateys,Temur Roar,The Lost Caverns of Ixalan,Tarkir Dragonstorm,manual,0,0,importado de planilha
liga-2x2-presencial-s1-e04,,,,Freire & Pudeulko,Freire & Pudeulko,freire & pudeulko,Freire,Pudeulko,,,,,,,,,,,manual,0,1,importado de planilha
liga-2x2-presencial-s1-e04,,,,Jorel & Martin,Jorel & Martin,jorel & martin,Jorel,Martin,Blight Curse,Counter Blitz,https://moxfield.com/decks/dDoe4mrTwEWH0sP2H7WH4A,https://moxfield.com/decks/sDazpxFOb0S9IAdQSA_7lg,Blight Curse,Counter Blitz,Blight Curse,Counter Blitz,Lorwyn Eclipsed,Final Fantasy,manual,0,0,importado de planilha
liga-2x2-presencial-s1-e04,,,,Rudzzt & Metusa,Metusa & Rudzzt,metusa & rudzzt,Rudzzt,Metusa,Scions & Spellcraft,Jump Scare!,https://moxfield.com/decks/r_IFt9Gc3UqaULfoAEjVvg,https://moxfield.com/decks/XzGgdXc-TE-qFr4lzmGl6Q,Scions & Spellcraft,Jump Scare!,Scions & Spellcraft,Jump Scare!,Final Fantasy,Duskmourn: House of Horror,manual,0,0,importado de planilha
liga-2x2-presencial-s1-e04,,,,Nobru & Tarik,Nobru & Tarik,nobru & tarik,Nobru,Tarik,,,,,,,,,,,manual,0,1,importado de planilha
liga-2x2-presencial-s1-e04,,,,Zangalli & Zangalli pai,Zangalli & Zangalli pai,zangalli & zangalli pai,Zangalli,Zangalli pai,Jeskai Striker,Veloci-E-Rápido,https://moxfield.com/decks/GqSQ24NIJkq-144dkab-HQ,https://moxfield.com/decks/KcPWaLquLkmIOy3XsFHTqQ,Jeskai Striker,Veloci-E-Rápido,Jeskai Striker,Veloci-Ramp-Tor,Tarkir Dragonstorm,The Lost Caverns of Ixalan,manual,0,0,importado de planilha
liga-2x2-presencial-s1-e06,,,,Aleksander & Luisa,Aleksander & Luisa,aleksander & luisa,Aleksander,Luisa,,,,,,,,,,,manual,0,1,importado de planilha
liga-2x2-presencial-s1-e06,,,,Carlos & Mel,Carlos & Mel,carlos & mel,Carlos,Mel,Virtude e Valor,Cavaleiros de Rohan,https://moxfield.com/decks/Oo_99oH5K0ifS25Wzu5qLw,https://moxfield.com/decks/hi-cA6GBykKPYJ9xW0g_KQ,Virtude e Valor,Cavaleiros de Rohan,Virtue and Valor,Riders of Rohan,Wilds of Eldraine,The Lord Of The Rings: Tales Of Middle-Earth,manual,0,0,importado de planilha
liga-2x2-presencial-s1-e06,,,,Dupla desconhecida,Dupla desconhecida & Dupla desconhecida,dupla desconhecida & dupla desconhecida,Dupla desconhecida,Dupla desconhecida,Turtle Power!,Jump Scare!,https://moxfield.com/decks/igKb7qATmkmYaX3M7hB4Sg,https://moxfield.com/decks/XzGgdXc-TE-qFr4lzmGl6Q,Turtle Power!,Jump Scare!,Turtle Power!,Jump Scare!,Teenage Mutant Ninja Turtles,Duskmourn: House of Horror,manual,0,0,importado de planilha
liga-2x2-presencial-s1-e06,,,,Matheus & luciano,Luciano & Matheus,luciano & matheus,Matheus,Luciano,Counter Blitz,Temur Roar,https://moxfield.com/decks/sDazpxFOb0S9IAdQSA_7lg,https://moxfield.com/decks/sao-2xrGqUCIfv46edPgmw,Counter Blitz,Temur Roar,Counter Blitz,Temur Roar,Final Fantasy,Tarkir Dragonstorm,manual,0,0,importado de planilha
